year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
2014,0,0,37.0,4100740,0.9,Colombia2014,0.72,378.196,8591,5
2014,1,5,5.0,690028,0.72,Colombia2014,0.72,378.196,8591,1
2014,1,0,27.0,3934580,0.69,Colombia2014,0.72,378.196,8591,5
2015,0,5,82.0,502228,16.33,Colombia2015,0.67,291.52,6552,1
2015,0,1,473.0,4197599,11.27,Colombia2015,0.67,291.52,6552,4
2015,0,4,317.0,2926656,10.83,Colombia2015,0.67,291.52,6552,2
2015,0,2,379.0,3994717,9.49,Colombia2015,0.67,291.52,6552,4
2015,0,3,560.0,6143478,9.12,Colombia2015,0.67,291.52,6552,3
2015,1,1,176.0,4070390,4.32,Colombia2015,0.67,291.52,6552,4
2015,1,2,111.0,4031995,2.75,Colombia2015,0.67,291.52,6552,4
2015,1,3,96.0,6566323,1.46,Colombia2015,0.67,291.52,6552,3
2015,1,5,10.0,715044,1.4,Colombia2015,0.67,291.52,6552,1
2015,1,4,45.0,3367078,1.34,Colombia2015,0.67,291.52,6552,2
2015,1,0,44.0,3904896,1.13,Colombia2015,0.67,291.52,6552,5
2015,0,0,39.0,4070023,0.96,Colombia2015,0.67,291.52,6552,5
