country,year,sex,age,suicides_no,population,suicides/100k_pop,country-year,HDI_for_year,gdp_for_year,gdp_per_capita,generation
124,2004,1,5,44,1183549,3.72,Canada2004,0.881,1023.196,33787,1
124,2004,0,0,17,2069874,0.82,Canada2004,0.881,1023.196,33787,4
124,2004,1,0,11,1971134,0.56,Canada2004,0.881,1023.196,33787,4
124,2005,0,3,1341,5018957,26.72,Canada2005,0.892,1169.358,38218,2
124,2005,0,5,165,772032,21.37,Canada2005,0.892,1169.358,38218,1
124,2005,0,4,539,2802901,19.23,Canada2005,0.892,1169.358,38218,1
124,2005,0,2,415,2236320,18.56,Canada2005,0.892,1169.358,38218,3
124,2005,0,1,378,2249377,16.8,Canada2005,0.892,1169.358,38218,4
124,2005,1,3,418,5018764,8.33,Canada2005,0.892,1169.358,38218,2
124,2005,1,1,131,2144094,6.11,Canada2005,0.892,1169.358,38218,4
124,2005,1,4,158,2961910,5.33,Canada2005,0.892,1169.358,38218,1
124,2005,1,5,58,1211769,4.79,Canada2005,0.892,1169.358,38218,1
124,2005,1,2,96,2188897,4.39,Canada2005,0.892,1169.358,38218,3
124,2005,1,0,25,1947297,1.28,Canada2005,0.892,1169.358,38218,4
124,2005,0,0,19,2044772,0.93,Canada2005,0.892,1169.358,38218,4
124,2006,0,3,1202,5050497,23.8,Canada2006,0.881,1315.415,42566,2
124,2006,0,5,188,806380,23.31,Canada2006,0.881,1315.415,42566,1
124,2006,0,4,599,2910932,20.58,Canada2006,0.881,1315.415,42566,1
124,2006,0,2,362,2220384,16.3,Canada2006,0.881,1315.415,42566,3
124,2006,0,1,331,2288073,14.47,Canada2006,0.881,1315.415,42566,4
124,2006,1,3,362,5021174,7.21,Canada2006,0.881,1315.415,42566,2
124,2006,1,4,187,3071300,6.09,Canada2006,0.881,1315.415,42566,1
124,2006,1,2,118,2177957,5.42,Canada2006,0.881,1315.415,42566,3
124,2006,1,1,86,2179623,3.95,Canada2006,0.881,1315.415,42566,4
124,2006,1,5,46,1241475,3.71,Canada2006,0.881,1315.415,42566,1
124,2006,1,0,18,1920311,0.94,Canada2006,0.881,1315.415,42566,4
124,2006,0,0,13,2014856,0.65,Canada2006,0.881,1315.415,42566,4
124,2007,0,3,1224,5064536,24.17,Canada2007,0.881,1464.977,46890,2
124,2007,0,5,183,837259,21.86,Canada2007,0.881,1464.977,46890,1
124,2007,0,2,404,2250433,17.95,Canada2007,0.881,1464.977,46890,3
124,2007,0,4,539,3006062,17.93,Canada2007,0.881,1464.977,46890,1
124,2007,0,1,359,2318148,15.49,Canada2007,0.881,1464.977,46890,4
124,2007,1,3,400,5030803,7.95,Canada2007,0.881,1464.977,46890,2
124,2007,1,4,188,3170541,5.93,Canada2007,0.881,1464.977,46890,1
124,2007,1,1,116,2206555,5.26,Canada2007,0.881,1464.977,46890,4
124,2007,1,2,113,2212210,5.11,Canada2007,0.881,1464.977,46890,3
124,2007,1,5,52,1269438,4.1,Canada2007,0.881,1464.977,46890,1
124,2007,0,0,18,1986129,0.91,Canada2007,0.881,1464.977,46890,5
124,2007,1,0,15,1890517,0.79,Canada2007,0.881,1464.977,46890,5
124,2008,0,3,1241,5076969,24.44,Canada2008,0.881,1549.131,49041,2
124,2008,0,5,192,866435,22.16,Canada2008,0.881,1549.131,49041,1
124,2008,0,4,589,3107189,18.96,Canada2008,0.881,1549.131,49041,1
124,2008,0,2,395,2286010,17.28,Canada2008,0.881,1549.131,49041,3
124,2008,0,1,344,2341539,14.69,Canada2008,0.881,1549.131,49041,4
124,2008,1,3,413,5038500,8.2,Canada2008,0.881,1549.131,49041,2
124,2008,1,4,231,3276332,7.05,Canada2008,0.881,1549.131,49041,1
124,2008,1,1,119,2227003,5.34,Canada2008,0.881,1549.131,49041,4
124,2008,1,2,118,2251723,5.24,Canada2008,0.881,1549.131,49041,3
124,2008,1,5,38,1296269,2.93,Canada2008,0.881,1549.131,49041,1
124,2008,0,0,16,1959155,0.82,Canada2008,0.881,1549.131,49041,5
124,2008,1,0,9,1861517,0.48,Canada2008,0.881,1549.131,49041,5
124,2009,0,3,1328,5085328,26.11,Canada2009,0.881,1371.153,42933,2
124,2009,0,4,680,3216246,21.14,Canada2009,0.881,1371.153,42933,1
124,2009,0,5,182,893202,20.38,Canada2009,0.881,1371.153,42933,1
124,2009,0,2,437,2325144,18.79,Canada2009,0.881,1371.153,42933,3
124,2009,0,1,349,2355316,14.82,Canada2009,0.881,1371.153,42933,4
124,2009,1,3,402,5043261,7.97,Canada2009,0.881,1371.153,42933,2
124,2009,1,1,130,2238546,5.81,Canada2009,0.881,1371.153,42933,4
124,2009,1,4,192,3389717,5.66,Canada2009,0.881,1371.153,42933,1
124,2009,1,2,119,2293665,5.19,Canada2009,0.881,1371.153,42933,3
124,2009,1,5,46,1322098,3.48,Canada2009,0.881,1371.153,42933,1
124,2009,0,0,13,1937420,0.67,Canada2009,0.881,1371.153,42933,5
124,2009,1,0,12,1837414,0.65,Canada2009,0.881,1371.153,42933,5
124,2010,0,3,1292,5088099,25.39,Canada2010,0.903,1613.464,49974,3
124,2010,0,5,200,917671,21.79,Canada2010,0.903,1613.464,49974,1
124,2010,0,4,690,3333897,20.7,Canada2010,0.903,1613.464,49974,1
124,2010,0,2,409,2366854,17.28,Canada2010,0.903,1613.464,49974,3
124,2010,0,1,371,2357806,15.73,Canada2010,0.903,1613.464,49974,4
124,2010,1,3,402,5044926,7.97,Canada2010,0.903,1613.464,49974,3
124,2010,1,4,237,3510692,6.75,Canada2010,0.903,1613.464,49974,1
124,2010,1,2,154,2335884,6.59,Canada2010,0.903,1613.464,49974,3
124,2010,1,1,115,2239759,5.13,Canada2010,0.903,1613.464,49974,4
124,2010,1,5,49,1347679,3.64,Canada2010,0.903,1613.464,49974,1
124,2010,0,0,19,1922599,0.99,Canada2010,0.903,1613.464,49974,5
124,2010,1,0,13,1820274,0.71,Canada2010,0.903,1613.464,49974,5
124,2011,0,3,1127,5074280,22.21,Canada2011,0.909,1788.648,54841,3
124,2011,0,4,683,3455517,19.77,Canada2011,0.909,1788.648,54841,2
124,2011,0,5,184,943428,19.5,Canada2011,0.909,1788.648,54841,1
124,2011,0,2,410,2400784,17.08,Canada2011,0.909,1788.648,54841,4
124,2011,0,1,364,2356694,15.45,Canada2011,0.909,1788.648,54841,4
124,2011,1,3,390,5032043,7.75,Canada2011,0.909,1788.648,54841,3
124,2011,1,1,135,2248192,6.0,Canada2011,0.909,1788.648,54841,4
124,2011,1,4,215,3629587,5.92,Canada2011,0.909,1788.648,54841,2
124,2011,1,2,134,2370185,5.65,Canada2011,0.909,1788.648,54841,4
124,2011,1,5,55,1368680,4.02,Canada2011,0.909,1788.648,54841,1
124,2011,1,0,18,1815461,0.99,Canada2011,0.909,1788.648,54841,5
124,2011,0,0,13,1920567,0.68,Canada2011,0.909,1788.648,54841,5
124,2012,0,3,1205,5056024,23.83,Canada2012,0.91,1824.289,55347,3
124,2012,0,4,770,3586361,21.47,Canada2012,0.91,1824.289,55347,2
124,2012,0,5,180,967342,18.61,Canada2012,0.91,1824.289,55347,1
124,2012,0,2,419,2431632,17.23,Canada2012,0.91,1824.289,55347,4
124,2012,0,1,381,2358461,16.15,Canada2012,0.91,1824.289,55347,4
124,2012,1,3,385,5018897,7.67,Canada2012,0.91,1824.289,55347,3
124,2012,1,4,241,3756013,6.42,Canada2012,0.91,1824.289,55347,2
124,2012,1,1,137,2255895,6.07,Canada2012,0.91,1824.289,55347,4
124,2012,1,2,129,2403433,5.37,Canada2012,0.91,1824.289,55347,4
124,2012,1,5,45,1389078,3.24,Canada2012,0.91,1824.289,55347,1
124,2012,1,0,17,1816079,0.94,Canada2012,0.91,1824.289,55347,5
124,2012,0,0,17,1921981,0.88,Canada2012,0.91,1824.289,55347,5
124,2013,0,3,1244,5032714,24.72,Canada2013,0.912,1842.628,55310,3
124,2013,0,5,231,991048,23.31,Canada2013,0.912,1842.628,55310,1
124,2013,0,4,812,3724622,21.8,Canada2013,0.912,1842.628,55310,2
124,2013,0,2,439,2456335,17.87,Canada2013,0.912,1842.628,55310,4
124,2013,0,1,300,2362807,12.7,Canada2013,0.912,1842.628,55310,4
124,2013,1,3,400,5003771,7.99,Canada2013,0.912,1842.628,55310,3
124,2013,1,4,255,3887315,6.56,Canada2013,0.912,1842.628,55310,2
124,2013,1,1,138,2261173,6.1,Canada2013,0.912,1842.628,55310,4
124,2013,1,2,135,2433660,5.55,Canada2013,0.912,1842.628,55310,4
124,2013,1,5,65,1410630,4.61,Canada2013,0.912,1842.628,55310,1
124,2013,1,0,20,1823010,1.1,Canada2013,0.912,1842.628,55310,5
124,2013,0,0,15,1927751,0.78,Canada2013,0.912,1842.628,55310,5
218,1985,0,5,8,40000,20.0,Ecuador1985,0.631,17.149,2238,0
218,1985,0,2,70,610800,11.46,Ecuador1985,0.631,17.149,2238,2
218,1985,0,4,33,289000,11.42,Ecuador1985,0.631,17.149,2238,0
218,1985,0,1,104,915700,11.36,Ecuador1985,0.631,17.149,2238,3
218,1985,0,3,57,692800,8.23,Ecuador1985,0.631,17.149,2238,1
218,1985,1,1,58,897700,6.46,Ecuador1985,0.631,17.149,2238,3
218,1985,1,2,31,600800,5.16,Ecuador1985,0.631,17.149,2238,2
218,1985,1,5,2,49000,4.08,Ecuador1985,0.631,17.149,2238,0
218,1985,1,3,15,692800,2.17,Ecuador1985,0.631,17.149,2238,1
218,1985,1,4,4,303000,1.32,Ecuador1985,0.631,17.149,2238,0
218,1985,0,0,7,1307600,0.54,Ecuador1985,0.631,17.149,2238,3
218,1985,1,0,4,1262600,0.32,Ecuador1985,0.631,17.149,2238,3
218,1986,0,5,6,41100,14.6,Ecuador1986,0.694,15.314,1943,0
218,1986,0,2,67,628400,10.66,Ecuador1986,0.694,15.314,1943,2
218,1986,0,4,28,297200,9.42,Ecuador1986,0.694,15.314,1943,0
218,1986,0,1,87,941900,9.24,Ecuador1986,0.694,15.314,1943,3
218,1986,1,1,74,923500,8.01,Ecuador1986,0.694,15.314,1943,3
218,1986,1,5,4,50400,7.94,Ecuador1986,0.694,15.314,1943,0
218,1986,0,3,52,712600,7.3,Ecuador1986,0.694,15.314,1943,1
218,1986,1,2,28,618000,4.53,Ecuador1986,0.694,15.314,1943,2
218,1986,1,4,7,311800,2.25,Ecuador1986,0.694,15.314,1943,0
218,1986,1,3,12,712600,1.68,Ecuador1986,0.694,15.314,1943,1
218,1986,1,0,6,1298800,0.46,Ecuador1986,0.694,15.314,1943,3
218,1986,0,0,6,1345000,0.45,Ecuador1986,0.694,15.314,1943,3
218,1987,0,5,6,52900,11.34,Ecuador1987,0.694,13.945,1669,0
218,1987,0,2,74,718200,10.3,Ecuador1987,0.694,13.945,1669,2
218,1987,0,3,73,773400,9.44,Ecuador1987,0.694,13.945,1669,1
218,1987,1,1,79,999500,7.9,Ecuador1987,0.694,13.945,1669,3
218,1987,0,1,78,1023900,7.62,Ecuador1987,0.694,13.945,1669,3
218,1987,0,4,20,318600,6.28,Ecuador1987,0.694,13.945,1669,0
218,1987,1,2,26,708700,3.67,Ecuador1987,0.694,13.945,1669,2
218,1987,1,3,16,775400,2.06,Ecuador1987,0.694,13.945,1669,1
218,1987,1,5,1,65600,1.52,Ecuador1987,0.694,13.945,1669,0
218,1987,1,4,5,338600,1.48,Ecuador1987,0.694,13.945,1669,0
218,1987,0,0,8,1309500,0.61,Ecuador1987,0.694,13.945,1669,3
218,1987,1,0,4,1272500,0.31,Ecuador1987,0.694,13.945,1669,3
218,1988,0,2,93,738500,12.59,Ecuador1988,0.694,13.052,1519,2
218,1988,0,4,41,327400,12.52,Ecuador1988,0.694,13.052,1519,0
218,1988,0,5,6,54400,11.03,Ecuador1988,0.694,13.052,1519,0
218,1988,0,1,107,1052900,10.16,Ecuador1988,0.694,13.052,1519,3
218,1988,0,3,73,795100,9.18,Ecuador1988,0.694,13.052,1519,1
218,1988,1,1,73,1027900,7.1,Ecuador1988,0.694,13.052,1519,3
218,1988,1,2,28,728700,3.84,Ecuador1988,0.694,13.052,1519,2
218,1988,1,3,28,797400,3.51,Ecuador1988,0.694,13.052,1519,1
218,1988,1,5,2,67500,2.96,Ecuador1988,0.694,13.052,1519,0
218,1988,1,4,6,348200,1.72,Ecuador1988,0.694,13.052,1519,0
218,1988,1,0,5,1308600,0.38,Ecuador1988,0.694,13.052,1519,3
218,1988,0,0,4,1346600,0.3,Ecuador1988,0.694,13.052,1519,3
218,1989,0,5,10,68674,14.56,Ecuador1989,0.694,13.891,1619,0
218,1989,0,2,76,766852,9.91,Ecuador1989,0.694,13.891,1619,2
218,1989,1,1,89,1008927,8.82,Ecuador1989,0.694,13.891,1619,3
218,1989,0,3,71,843236,8.42,Ecuador1989,0.694,13.891,1619,1
218,1989,0,4,26,347684,7.48,Ecuador1989,0.694,13.891,1619,0
218,1989,0,1,77,1031979,7.46,Ecuador1989,0.694,13.891,1619,3
218,1989,1,2,39,758284,5.14,Ecuador1989,0.694,13.891,1619,2
218,1989,1,5,3,84592,3.55,Ecuador1989,0.694,13.891,1619,0
218,1989,1,3,23,848574,2.71,Ecuador1989,0.694,13.891,1619,1
218,1989,1,4,5,368669,1.36,Ecuador1989,0.694,13.891,1619,0
218,1989,0,0,7,1243682,0.56,Ecuador1989,0.694,13.891,1619,3
218,1989,1,0,5,1207466,0.41,Ecuador1989,0.694,13.891,1619,3
218,1990,0,2,89,788540,11.29,Ecuador1990,0.645,15.239,1732,2
218,1990,0,1,97,1055004,9.19,Ecuador1990,0.645,15.239,1732,3
218,1990,0,4,30,358877,8.36,Ecuador1990,0.645,15.239,1732,0
218,1990,1,1,84,1031235,8.15,Ecuador1990,0.645,15.239,1732,3
218,1990,0,3,70,877120,7.98,Ecuador1990,0.645,15.239,1732,1
218,1990,1,2,42,779938,5.39,Ecuador1990,0.645,15.239,1732,2
218,1990,0,5,3,70844,4.23,Ecuador1990,0.645,15.239,1732,0
218,1990,1,5,2,87254,2.29,Ecuador1990,0.645,15.239,1732,0
218,1990,1,3,17,883364,1.92,Ecuador1990,0.645,15.239,1732,1
218,1990,1,4,3,380666,0.79,Ecuador1990,0.645,15.239,1732,0
218,1990,0,0,6,1262625,0.48,Ecuador1990,0.645,15.239,1732,3
218,1990,1,0,5,1225466,0.41,Ecuador1990,0.645,15.239,1732,3
218,1991,1,1,117,1061400,11.02,Ecuador1991,0.694,16.989,1869,3
218,1991,0,4,37,368900,10.03,Ecuador1991,0.694,16.989,1869,1
218,1991,0,1,107,1087300,9.84,Ecuador1991,0.694,16.989,1869,3
218,1991,0,3,83,899100,9.23,Ecuador1991,0.694,16.989,1869,2
218,1991,0,2,70,804000,8.71,Ecuador1991,0.694,16.989,1869,2
218,1991,0,5,5,68100,7.34,Ecuador1991,0.694,16.989,1869,0
218,1991,1,2,35,792300,4.42,Ecuador1991,0.694,16.989,1869,2
218,1991,1,4,9,392100,2.3,Ecuador1991,0.694,16.989,1869,1
218,1991,1,3,18,903600,1.99,Ecuador1991,0.694,16.989,1869,2
218,1991,1,5,1,86400,1.16,Ecuador1991,0.694,16.989,1869,0
218,1991,1,0,9,1294500,0.7,Ecuador1991,0.694,16.989,1869,4
218,1991,0,0,3,1334000,0.22,Ecuador1991,0.694,16.989,1869,4
218,1992,0,5,12,77846,15.42,Ecuador1992,0.694,18.094,1955,0
218,1992,0,2,91,833688,10.92,Ecuador1992,0.694,18.094,1955,2
218,1992,0,4,40,380709,10.51,Ecuador1992,0.694,18.094,1955,1
218,1992,0,1,114,1095624,10.41,Ecuador1992,0.694,18.094,1955,3
218,1992,1,1,92,1071397,8.59,Ecuador1992,0.694,18.094,1955,3
218,1992,0,3,69,945954,7.29,Ecuador1992,0.694,18.094,1955,2
218,1992,1,2,40,825399,4.85,Ecuador1992,0.694,18.094,1955,2
218,1992,1,5,3,95162,3.15,Ecuador1992,0.694,18.094,1955,0
218,1992,1,3,20,954268,2.1,Ecuador1992,0.694,18.094,1955,2
218,1992,1,0,13,1264449,1.03,Ecuador1992,0.694,18.094,1955,4
218,1992,1,4,4,404377,0.99,Ecuador1992,0.694,18.094,1955,1
218,1992,0,0,7,1304282,0.54,Ecuador1992,0.694,18.094,1955,4
218,1993,1,1,131,1090454,12.01,Ecuador1993,0.694,18.939,1996,3
218,1993,0,2,102,857646,11.89,Ecuador1993,0.694,18.939,1996,2
218,1993,0,4,46,392963,11.71,Ecuador1993,0.694,18.939,1996,1
218,1993,0,1,105,1115135,9.42,Ecuador1993,0.694,18.939,1996,3
218,1993,0,3,89,981892,9.06,Ecuador1993,0.694,18.939,1996,2
218,1993,1,2,40,849600,4.71,Ecuador1993,0.694,18.939,1996,2
218,1993,0,5,3,80952,3.71,Ecuador1993,0.694,18.939,1996,0
218,1993,1,3,32,991346,3.23,Ecuador1993,0.694,18.939,1996,2
218,1993,1,5,2,98838,2.02,Ecuador1993,0.694,18.939,1996,0
218,1993,1,4,8,417711,1.92,Ecuador1993,0.694,18.939,1996,1
218,1993,1,0,9,1285346,0.7,Ecuador1993,0.694,18.939,1996,4
218,1993,0,0,7,1326600,0.53,Ecuador1993,0.694,18.939,1996,4
218,1994,0,5,10,83900,11.92,Ecuador1994,0.694,22.709,2335,0
218,1994,0,2,96,881672,10.89,Ecuador1994,0.694,22.709,2335,2
218,1994,0,3,96,1018423,9.43,Ecuador1994,0.694,22.709,2335,2
218,1994,0,4,36,406131,8.86,Ecuador1994,0.694,22.709,2335,1
218,1994,1,1,95,1108840,8.57,Ecuador1994,0.694,22.709,2335,3
218,1994,0,1,91,1134121,8.02,Ecuador1994,0.694,22.709,2335,3
218,1994,1,2,39,873910,4.46,Ecuador1994,0.694,22.709,2335,2
218,1994,1,3,21,1029098,2.04,Ecuador1994,0.694,22.709,2335,2
218,1994,1,5,1,102472,0.98,Ecuador1994,0.694,22.709,2335,0
218,1994,1,0,12,1306032,0.92,Ecuador1994,0.694,22.709,2335,4
218,1994,0,0,12,1348611,0.89,Ecuador1994,0.694,22.709,2335,4
218,1994,1,4,3,432045,0.69,Ecuador1994,0.694,22.709,2335,1
218,1995,0,2,97,905313,10.71,Ecuador1995,0.665,24.433,2453,3
218,1995,0,1,113,1152675,9.8,Ecuador1995,0.665,24.433,2453,3
218,1995,0,4,41,420246,9.76,Ecuador1995,0.665,24.433,2453,1
218,1995,0,3,101,1055363,9.57,Ecuador1995,0.665,24.433,2453,2
218,1995,0,5,8,86756,9.22,Ecuador1995,0.665,24.433,2453,0
218,1995,1,1,95,1126655,8.43,Ecuador1995,0.665,24.433,2453,3
218,1995,1,2,43,897847,4.79,Ecuador1995,0.665,24.433,2453,3
218,1995,1,3,24,1067369,2.25,Ecuador1995,0.665,24.433,2453,2
218,1995,1,4,7,447404,1.56,Ecuador1995,0.665,24.433,2453,1
218,1995,1,5,1,106143,0.94,Ecuador1995,0.665,24.433,2453,0
218,1995,1,0,10,1325533,0.75,Ecuador1995,0.665,24.433,2453,4
218,1995,0,0,6,1369259,0.44,Ecuador1995,0.665,24.433,2453,4
218,1996,0,4,53,434259,12.2,Ecuador1996,0.694,25.226,2474,1
218,1996,0,5,11,91455,12.03,Ecuador1996,0.694,25.226,2474,0
218,1996,0,2,111,927403,11.97,Ecuador1996,0.694,25.226,2474,3
218,1996,0,1,126,1169923,10.77,Ecuador1996,0.694,25.226,2474,3
218,1996,1,1,102,1143710,8.92,Ecuador1996,0.694,25.226,2474,3
218,1996,0,3,88,1091980,8.06,Ecuador1996,0.694,25.226,2474,2
218,1996,1,2,46,920330,5.0,Ecuador1996,0.694,25.226,2474,3
218,1996,1,4,9,462818,1.94,Ecuador1996,0.694,25.226,2474,1
218,1996,1,3,21,1105412,1.9,Ecuador1996,0.694,25.226,2474,2
218,1996,1,5,2,111706,1.79,Ecuador1996,0.694,25.226,2474,0
218,1996,1,0,17,1345854,1.26,Ecuador1996,0.694,25.226,2474,4
218,1996,0,0,7,1390998,0.5,Ecuador1996,0.694,25.226,2474,4
218,1997,0,2,109,949086,11.48,Ecuador1997,0.694,28.162,2701,3
218,1997,0,1,124,1186873,10.45,Ecuador1997,0.694,28.162,2701,3
218,1997,0,5,9,95968,9.38,Ecuador1997,0.694,28.162,2701,0
218,1997,0,3,99,1128260,8.77,Ecuador1997,0.694,28.162,2701,2
218,1997,1,1,101,1160292,8.7,Ecuador1997,0.694,28.162,2701,3
218,1997,0,4,35,449276,7.79,Ecuador1997,0.694,28.162,2701,1
218,1997,1,2,33,942471,3.5,Ecuador1997,0.694,28.162,2701,3
218,1997,1,3,24,1143235,2.1,Ecuador1997,0.694,28.162,2701,2
218,1997,1,0,24,1364640,1.76,Ecuador1997,0.694,28.162,2701,4
218,1997,1,4,6,479370,1.25,Ecuador1997,0.694,28.162,2701,1
218,1997,0,0,14,1411124,0.99,Ecuador1997,0.694,28.162,2701,4
218,1997,1,5,1,117178,0.85,Ecuador1997,0.694,28.162,2701,0
218,1998,0,2,113,970170,11.65,Ecuador1998,0.694,27.982,2626,3
218,1998,0,1,122,1204061,10.13,Ecuador1998,0.694,27.982,2626,3
218,1998,1,1,102,1176841,8.67,Ecuador1998,0.694,27.982,2626,3
218,1998,0,5,8,100363,7.97,Ecuador1998,0.694,27.982,2626,0
218,1998,0,3,87,1164711,7.47,Ecuador1998,0.694,27.982,2626,2
218,1998,0,4,29,464944,6.24,Ecuador1998,0.694,27.982,2626,1
218,1998,1,2,29,964037,3.01,Ecuador1998,0.694,27.982,2626,3
218,1998,1,5,3,122653,2.45,Ecuador1998,0.694,27.982,2626,0
218,1998,1,3,24,1181335,2.03,Ecuador1998,0.694,27.982,2626,2
218,1998,0,0,14,1429190,0.98,Ecuador1998,0.694,27.982,2626,4
218,1998,1,0,12,1381485,0.87,Ecuador1998,0.694,27.982,2626,4
218,1998,1,4,3,496656,0.6,Ecuador1998,0.694,27.982,2626,1
218,1999,0,5,13,104728,12.41,Ecuador1999,0.694,19.645,1805,0
218,1999,0,1,138,1222195,11.29,Ecuador1999,0.694,19.645,1805,3
218,1999,0,2,103,990403,10.4,Ecuador1999,0.694,19.645,1805,3
218,1999,0,4,45,480747,9.36,Ecuador1999,0.694,19.645,1805,1
218,1999,0,3,105,1202249,8.73,Ecuador1999,0.694,19.645,1805,2
218,1999,1,1,96,1194004,8.04,Ecuador1999,0.694,19.645,1805,3
218,1999,1,2,37,984732,3.76,Ecuador1999,0.694,19.645,1805,3
218,1999,1,3,27,1220621,2.21,Ecuador1999,0.694,19.645,1805,2
218,1999,1,4,11,514092,2.14,Ecuador1999,0.694,19.645,1805,1
218,1999,0,0,22,1445034,1.52,Ecuador1999,0.694,19.645,1805,4
218,1999,1,0,18,1396226,1.29,Ecuador1999,0.694,19.645,1805,4
218,1999,1,5,1,128252,0.78,Ecuador1999,0.694,19.645,1805,0
218,2000,0,1,132,1241587,10.63,Ecuador2000,0.674,18.328,1650,3
218,2000,0,2,84,1009657,8.32,Ecuador2000,0.674,18.328,1650,3
218,2000,0,3,101,1241310,8.14,Ecuador2000,0.674,18.328,1650,2
218,2000,0,5,8,109133,7.33,Ecuador2000,0.674,18.328,1650,0
218,2000,0,4,30,496455,6.04,Ecuador2000,0.674,18.328,1650,1
218,2000,1,1,73,1212096,6.02,Ecuador2000,0.674,18.328,1650,3
218,2000,1,2,45,1004357,4.48,Ecuador2000,0.674,18.328,1650,3
218,2000,1,3,23,1261528,1.82,Ecuador2000,0.674,18.328,1650,2
218,2000,1,4,9,531381,1.69,Ecuador2000,0.674,18.328,1650,1
218,2000,0,0,16,1458807,1.1,Ecuador2000,0.674,18.328,1650,4
218,2000,1,0,12,1408985,0.85,Ecuador2000,0.674,18.328,1650,4
218,2000,1,5,1,134087,0.75,Ecuador2000,0.674,18.328,1650,0
218,2001,0,5,15,114564,13.09,Ecuador2001,0.694,24.468,2160,1
218,2001,0,1,130,1259528,10.32,Ecuador2001,0.694,24.468,2160,4
218,2001,0,2,101,1026201,9.84,Ecuador2001,0.694,24.468,2160,3
218,2001,0,3,99,1281560,7.72,Ecuador2001,0.694,24.468,2160,2
218,2001,0,4,39,510933,7.63,Ecuador2001,0.694,24.468,2160,1
218,2001,1,1,86,1229361,7.0,Ecuador2001,0.694,24.468,2160,4
218,2001,1,2,38,1021003,3.72,Ecuador2001,0.694,24.468,2160,3
218,2001,1,3,32,1303530,2.45,Ecuador2001,0.694,24.468,2160,2
218,2001,1,4,10,547445,1.83,Ecuador2001,0.694,24.468,2160,1
218,2001,1,5,2,140505,1.42,Ecuador2001,0.694,24.468,2160,1
218,2001,1,0,17,1421482,1.2,Ecuador2001,0.694,24.468,2160,4
218,2001,0,0,15,1472216,1.02,Ecuador2001,0.694,24.468,2160,4
218,2002,0,1,132,1279199,10.32,Ecuador2002,0.694,28.549,2472,4
218,2002,0,5,12,119896,10.01,Ecuador2002,0.694,28.549,2472,1
218,2002,0,2,89,1041783,8.54,Ecuador2002,0.694,28.549,2472,3
218,2002,0,3,109,1323268,8.24,Ecuador2002,0.694,28.549,2472,2
218,2002,0,4,39,525419,7.42,Ecuador2002,0.694,28.549,2472,1
218,2002,1,1,91,1248096,7.29,Ecuador2002,0.694,28.549,2472,4
218,2002,1,2,31,1036659,2.99,Ecuador2002,0.694,28.549,2472,3
218,2002,1,3,27,1347026,2.0,Ecuador2002,0.694,28.549,2472,2
218,2002,1,0,23,1432629,1.61,Ecuador2002,0.694,28.549,2472,4
218,2002,1,4,7,563516,1.24,Ecuador2002,0.694,28.549,2472,1
218,2002,0,0,16,1484308,1.08,Ecuador2002,0.694,28.549,2472,4
218,2002,1,5,1,146971,0.68,Ecuador2002,0.694,28.549,2472,1
218,2003,0,3,148,1365415,10.84,Ecuador2003,0.694,32.433,2755,2
218,2003,0,1,138,1300272,10.61,Ecuador2003,0.694,32.433,2755,4
218,2003,1,1,120,1267956,9.46,Ecuador2003,0.694,32.433,2755,4
218,2003,0,2,96,1056829,9.08,Ecuador2003,0.694,32.433,2755,3
218,2003,0,4,49,540808,9.06,Ecuador2003,0.694,32.433,2755,1
218,2003,0,5,11,125204,8.79,Ecuador2003,0.694,32.433,2755,1
218,2003,1,2,47,1051741,4.47,Ecuador2003,0.694,32.433,2755,3
218,2003,1,5,5,153579,3.26,Ecuador2003,0.694,32.433,2755,1
218,2003,1,3,23,1390993,1.65,Ecuador2003,0.694,32.433,2755,2
218,2003,1,0,20,1442546,1.39,Ecuador2003,0.694,32.433,2755,4
218,2003,1,4,7,580521,1.21,Ecuador2003,0.694,32.433,2755,1
218,2003,0,0,11,1495138,0.74,Ecuador2003,0.694,32.433,2755,4
218,2004,0,5,17,130553,13.02,Ecuador2004,0.694,36.592,3051,1
218,2004,0,2,137,1071828,12.78,Ecuador2004,0.694,36.592,3051,3
218,2004,0,1,165,1321925,12.48,Ecuador2004,0.694,36.592,3051,4
218,2004,0,4,68,558388,12.18,Ecuador2004,0.694,36.592,3051,1
218,2004,1,1,127,1288166,9.86,Ecuador2004,0.694,36.592,3051,4
218,2004,0,3,138,1406412,9.81,Ecuador2004,0.694,36.592,3051,2
218,2004,1,2,36,1066713,3.37,Ecuador2004,0.694,36.592,3051,3
218,2004,1,5,5,160427,3.12,Ecuador2004,0.694,36.592,3051,1
218,2004,1,0,30,1451359,2.07,Ecuador2004,0.694,36.592,3051,4
218,2004,0,0,30,1504779,1.99,Ecuador2004,0.694,36.592,3051,4
218,2004,1,3,27,1433784,1.88,Ecuador2004,0.694,36.592,3051,2
218,2004,1,4,11,599819,1.83,Ecuador2004,0.694,36.592,3051,1
218,2005,0,5,23,136021,16.91,Ecuador2005,0.698,41.507,3397,1
218,2005,0,1,206,1343527,15.33,Ecuador2005,0.698,41.507,3397,4
218,2005,0,2,150,1087218,13.8,Ecuador2005,0.698,41.507,3397,3
